date,sensor_id,zone_id,ground_moisture,temperature,humidity,pH,nutrient_N,nutrient_P,nutrient_K
2025-06-14,S2_4,zone_2,10.0,21.5,74.84,5.93,34.9,19.23,194.88
2025-06-15,S2_4,zone_2,10.0,33.28,55.26,6.44,34.71,21.94,202.64
2025-06-16,S2_4,zone_2,10.0,31.85,61.23,6.04,34.29,21.25,195.78
2025-06-17,S2_4,zone_2,10.0,31.38,56.49,6.34,35.27,22.65,178.17
2025-06-18,S2_4,zone_2,10.0,29.9,53.55,6.14,34.85,20.2,203.75
2025-06-19,S2_4,zone_2,10.0,31.29,50.28,6.39,35.01,20.67,160.73
2025-06-20,S2_4,zone_2,10.0,37.08,56.17,6.22,37.09,19.54,207.4
2025-06-21,S2_4,zone_2,10.0,22.19,65.67,6.3,38.12,17.2,194.25
2025-06-22,S2_4,zone_2,10.06,31.02,64.21,5.87,36.05,12.53,194.95
2025-06-23,S2_4,zone_2,10.0,22.58,62.91,6.14,34.48,18.52,209.19
2025-06-24,S2_4,zone_2,10.0,24.66,53.93,6.2,35.06,24.68,192.75
2025-06-25,S2_4,zone_2,10.0,39.2,73.68,6.3,34.9,22.39,210.24
2025-06-26,S2_4,zone_2,10.0,32.39,70.51,6.36,35.53,15.26,203.84
2025-06-27,S2_4,zone_2,10.0,33.1,68.58,6.35,35.62,20.43,211.81
2025-06-28,S2_4,zone_2,10.0,36.31,68.84,5.97,35.9,21.86,215.86
2025-06-29,S2_4,zone_2,10.0,33.52,53.88,6.11,34.42,25.01,179.36
2025-06-30,S2_4,zone_2,10.0,24.33,59.72,5.84,36.47,22.93,184.45
2025-07-01,S2_4,zone_2,10.0,25.77,57.81,6.21,36.75,21.12,174.52
2025-07-02,S2_4,zone_2,10.0,29.16,63.8,6.34,34.88,23.26,203.09
2025-07-03,S2_4,zone_2,10.0,24.97,61.45,6.01,36.58,16.05,212.6
2025-07-04,S2_4,zone_2,10.0,36.82,54.7,6.1,36.43,25.54,179.69
2025-07-05,S2_4,zone_2,10.0,23.26,66.93,6.42,35.55,23.78,200.01
2025-07-06,S2_4,zone_2,10.0,26.01,62.87,6.23,35.4,27.54,222.97
2025-07-07,S2_4,zone_2,10.0,22.64,52.23,6.01,35.02,15.18,200.07
2025-07-08,S2_4,zone_2,10.0,33.43,51.33,6.41,35.25,24.02,172.97
2025-07-09,S2_4,zone_2,10.0,19.29,49.2,6.29,36.13,20.62,185.98
2025-07-10,S2_4,zone_2,10.0,33.97,61.46,6.25,36.94,19.89,174.2
2025-07-11,S2_4,zone_2,10.0,18.87,62.46,6.1,35.26,26.13,173.84
2025-07-12,S2_4,zone_2,10.0,38.01,78.12,6.0,35.1,22.74,206.11
2025-07-13,S2_4,zone_2,10.0,24.94,53.89,6.39,34.55,24.68,173.12
2025-07-14,S2_4,zone_2,10.0,29.9,63.99,6.24,33.35,19.92,231.53
2025-07-15,S2_4,zone_2,10.0,24.24,64.04,6.22,32.97,13.05,147.41
2025-07-16,S2_4,zone_2,10.0,31.63,62.17,6.36,30.72,19.95,195.97
2025-07-17,S2_4,zone_2,10.0,23.88,54.95,6.16,31.3,26.21,172.23
2025-07-18,S2_4,zone_2,10.0,30.79,55.95,6.29,31.04,22.17,213.64
2025-07-19,S2_4,zone_2,10.0,30.53,60.69,6.1,30.28,19.21,185.15
2025-07-20,S2_4,zone_2,10.0,34.46,70.16,5.97,29.35,24.62,199.61
2025-07-21,S2_4,zone_2,10.0,24.48,52.58,6.0,32.34,21.45,168.39
2025-07-22,S2_4,zone_2,10.0,26.2,62.82,5.92,33.75,23.69,197.79
2025-07-23,S2_4,zone_2,10.0,26.43,50.16,6.19,33.19,21.3,201.87
2025-07-24,S2_4,zone_2,10.0,23.6,65.52,5.7,34.72,21.49,188.59
2025-07-25,S2_4,zone_2,10.0,31.55,82.07,6.32,34.49,18.75,170.36
2025-07-26,S2_4,zone_2,10.0,34.13,53.32,6.0,36.15,25.01,188.8
2025-07-27,S2_4,zone_2,10.0,19.67,49.64,6.07,36.93,29.54,159.82
2025-07-28,S2_4,zone_2,10.0,26.22,52.43,6.09,34.31,17.88,213.38
2025-07-29,S2_4,zone_2,10.0,28.43,55.1,6.39,33.38,22.87,199.49
2025-07-30,S2_4,zone_2,10.0,22.84,51.67,6.04,35.55,17.41,218.23
2025-07-31,S2_4,zone_2,10.0,28.24,67.68,5.97,36.76,23.08,167.79
2025-08-01,S2_4,zone_2,10.0,22.53,56.43,6.27,35.46,19.83,236.24
2025-08-02,S2_4,zone_2,10.0,25.77,63.14,6.2,35.91,20.34,205.52
2025-08-03,S2_4,zone_2,10.0,25.0,56.08,6.36,35.59,19.1,156.36
2025-08-04,S2_4,zone_2,10.22,25.97,58.26,6.28,35.71,22.69,176.59
2025-08-05,S2_4,zone_2,10.0,35.31,56.99,6.07,35.11,20.73,207.51
2025-08-06,S2_4,zone_2,10.0,31.44,66.96,6.28,35.33,22.15,193.21
2025-08-07,S2_4,zone_2,10.0,27.44,69.47,6.35,34.86,23.5,186.72
2025-08-08,S2_4,zone_2,10.0,22.64,60.1,6.44,36.08,23.96,181.24
2025-08-09,S2_4,zone_2,10.0,31.66,53.61,5.8,34.77,19.17,204.58
2025-08-10,S2_4,zone_2,10.0,28.36,49.22,6.11,32.9,18.9,208.08
2025-08-11,S2_4,zone_2,10.0,33.03,45.29,6.02,33.74,18.13,203.76
2025-08-12,S2_4,zone_2,10.0,30.13,49.93,6.2,34.36,24.24,204.7
2025-08-13,S2_4,zone_2,10.0,36.7,62.65,6.19,34.55,21.02,206.68
2025-08-14,S2_4,zone_2,10.0,26.14,43.48,6.1,35.28,25.18,207.52
2025-08-15,S2_4,zone_2,10.0,22.14,54.78,6.24,33.26,23.51,181.98
2025-08-16,S2_4,zone_2,10.0,33.82,58.98,6.11,48.77,18.25,165.64
2025-08-17,S2_4,zone_2,10.0,25.95,55.46,5.99,49.35,17.97,197.15
2025-08-18,S2_4,zone_2,11.19,25.19,74.84,6.03,48.61,22.72,189.53
2025-08-19,S2_4,zone_2,10.1,32.72,66.17,6.33,47.75,23.35,162.99
2025-08-20,S2_4,zone_2,10.0,18.29,56.04,6.01,48.32,21.3,189.17
2025-08-21,S2_4,zone_2,10.0,25.28,66.23,6.36,48.75,16.67,159.78
2025-08-22,S2_4,zone_2,10.0,22.34,59.62,6.18,49.71,24.77,191.13
2025-08-23,S2_4,zone_2,10.0,24.05,60.55,6.18,48.94,24.29,169.89
2025-08-24,S2_4,zone_2,10.0,30.78,58.72,6.02,48.91,21.55,173.52
2025-08-25,S2_4,zone_2,10.0,30.1,54.05,6.35,49.14,16.12,214.39
2025-08-26,S2_4,zone_2,11.2,19.89,54.71,6.3,49.72,26.37,173.05
2025-08-27,S2_4,zone_2,10.28,29.65,66.25,6.12,49.58,19.27,205.73
2025-08-28,S2_4,zone_2,10.0,22.18,50.39,6.32,48.3,24.49,183.38
2025-08-29,S2_4,zone_2,10.0,23.63,60.64,6.2,48.73,21.34,165.66
2025-08-30,S2_4,zone_2,10.0,32.4,59.43,6.17,49.77,24.73,190.71
2025-08-31,S2_4,zone_2,10.0,31.6,62.37,6.22,48.18,17.68,209.46
2025-09-01,S2_4,zone_2,10.0,23.83,65.41,6.06,47.89,21.68,172.96
2025-09-02,S2_4,zone_2,10.81,21.11,72.62,6.21,46.27,19.12,214.19
2025-09-03,S2_4,zone_2,10.0,32.46,60.3,6.01,48.43,24.3,204.46
2025-09-04,S2_4,zone_2,10.0,19.6,57.79,6.32,50.0,30.29,212.18
2025-09-05,S2_4,zone_2,10.0,29.36,63.87,6.04,50.0,18.87,178.0
2025-09-06,S2_4,zone_2,11.8,15.98,74.07,6.28,50.0,21.51,195.17
2025-09-07,S2_4,zone_2,12.51,15.14,70.91,6.36,50.0,20.79,190.57
2025-09-08,S2_4,zone_2,12.03,18.84,71.69,6.11,49.55,19.31,180.29
2025-09-09,S2_4,zone_2,11.73,23.93,80.68,6.36,49.65,26.08,201.51
2025-09-10,S2_4,zone_2,13.48,21.09,81.35,6.13,48.78,19.22,208.08
2025-09-11,S2_4,zone_2,11.34,21.44,56.53,6.38,46.04,19.35,193.28
2025-09-12,S2_4,zone_2,10.04,20.75,55.05,6.17,48.23,19.18,155.89
2025-09-13,S2_4,zone_2,12.15,20.14,67.98,6.0,48.09,14.14,157.68
2025-09-14,S2_4,zone_2,11.4,28.07,72.75,6.37,49.47,23.63,180.25
2025-09-15,S2_4,zone_2,14.53,17.21,75.22,6.2,50.0,19.76,203.22
2025-09-16,S2_4,zone_2,15.52,18.42,76.82,6.06,49.22,20.18,185.91
2025-09-17,S2_4,zone_2,16.46,15.1,70.11,6.06,48.35,21.78,192.44
2025-09-18,S2_4,zone_2,16.02,15.04,60.04,6.02,48.95,22.3,173.7
2025-09-19,S2_4,zone_2,15.14,19.72,65.67,6.4,50.0,19.04,205.29
2025-09-20,S2_4,zone_2,12.0,21.66,71.27,6.06,50.0,16.61,182.27
2025-09-21,S2_4,zone_2,10.98,24.79,76.74,6.24,50.0,18.96,187.79
2025-09-22,S2_4,zone_2,10.0,21.97,56.59,6.2,50.0,13.83,189.27
2025-09-23,S2_4,zone_2,10.0,21.47,69.18,6.2,48.79,21.92,225.53
2025-09-24,S2_4,zone_2,11.58,26.42,71.11,6.4,47.42,24.49,169.69
2025-09-25,S2_4,zone_2,11.43,21.23,70.87,6.19,46.07,26.13,213.92
2025-09-26,S2_4,zone_2,12.31,23.27,67.51,6.25,45.2,19.92,197.32
2025-09-27,S2_4,zone_2,11.63,20.61,78.54,6.07,45.6,26.16,169.79
2025-09-28,S2_4,zone_2,10.0,29.05,75.67,6.22,44.31,21.89,159.85
2025-09-29,S2_4,zone_2,10.0,18.69,62.75,6.15,44.59,21.41,196.11
2025-09-30,S2_4,zone_2,12.28,24.66,73.31,6.33,45.19,23.38,208.13
2025-10-01,S2_4,zone_2,11.26,28.22,74.4,6.34,43.4,19.94,165.39
2025-10-02,S2_4,zone_2,10.86,15.01,71.08,6.14,42.64,23.83,180.04
2025-10-03,S2_4,zone_2,10.0,16.58,57.73,6.35,40.56,18.2,188.84
2025-10-04,S2_4,zone_2,10.0,21.01,68.18,5.98,41.28,26.74,168.47
2025-10-05,S2_4,zone_2,10.0,24.78,67.62,6.03,40.88,23.3,198.98
2025-10-06,S2_4,zone_2,10.0,25.59,65.04,6.05,41.23,21.43,179.25
2025-10-07,S2_4,zone_2,11.08,18.54,67.24,6.11,42.41,17.99,196.0
2025-10-08,S2_4,zone_2,11.51,17.93,83.32,6.17,42.42,20.5,193.4
2025-10-09,S2_4,zone_2,12.96,21.84,73.84,6.21,40.3,21.52,188.54
2025-10-10,S2_4,zone_2,11.93,18.72,67.56,6.08,40.53,24.35,174.32
2025-10-11,S2_4,zone_2,11.13,15.13,64.47,6.22,41.34,25.96,231.3
2025-10-12,S2_4,zone_2,10.0,24.42,71.46,5.87,42.51,20.77,197.36
2025-10-13,S2_4,zone_2,10.0,23.78,74.57,6.15,43.71,29.44,198.27
2025-10-14,S2_4,zone_2,10.0,15.39,60.3,6.33,43.42,20.23,187.16
2025-10-15,S2_4,zone_2,10.92,16.83,72.92,6.06,43.1,21.51,201.63
2025-10-16,S2_4,zone_2,10.49,25.57,59.79,6.03,44.04,18.43,202.64
2025-10-17,S2_4,zone_2,10.0,14.02,63.83,6.4,44.26,31.37,191.91
2025-10-18,S2_4,zone_2,10.0,24.3,76.55,6.53,44.87,21.67,193.42
2025-10-19,S2_4,zone_2,10.0,19.61,75.3,6.1,48.62,21.78,211.32
2025-10-20,S2_4,zone_2,10.0,21.39,61.67,6.3,48.07,19.6,163.34
2025-10-21,S2_4,zone_2,10.0,21.14,75.95,6.18,48.23,20.89,148.58
2025-10-22,S2_4,zone_2,12.04,27.2,64.7,6.25,48.81,23.84,200.18
2025-10-23,S2_4,zone_2,11.41,17.4,58.51,6.13,50.0,15.43,208.66
2025-10-24,S2_4,zone_2,13.44,27.32,78.71,6.3,50.0,20.69,190.5
2025-10-25,S2_4,zone_2,13.8,26.58,65.9,6.38,47.73,19.56,190.4
2025-10-26,S2_4,zone_2,10.21,26.68,61.58,6.29,47.63,22.72,186.13
2025-10-27,S2_4,zone_2,10.0,25.11,66.86,6.14,49.54,23.41,232.76
2025-10-28,S2_4,zone_2,10.0,26.23,73.84,6.2,50.0,21.01,172.59
2025-10-29,S2_4,zone_2,10.0,21.01,75.47,6.14,49.19,16.75,172.66
2025-10-30,S2_4,zone_2,10.0,19.01,74.12,6.37,47.1,22.88,156.84
2025-10-31,S2_4,zone_2,11.72,22.5,73.57,6.28,47.83,24.57,209.53
2025-11-01,S2_4,zone_2,10.0,21.72,68.02,6.01,49.82,23.48,186.75
2025-11-02,S2_4,zone_2,10.0,22.78,62.58,6.33,50.0,20.73,150.19
2025-11-03,S2_4,zone_2,10.0,26.42,77.44,6.04,50.0,19.4,193.44
2025-11-04,S2_4,zone_2,10.0,25.11,69.65,6.16,50.0,22.75,145.19
2025-11-05,S2_4,zone_2,10.0,18.09,86.2,6.07,50.0,21.38,198.98
2025-11-06,S2_4,zone_2,10.0,16.84,73.98,6.26,49.8,19.67,188.24
2025-11-07,S2_4,zone_2,11.11,25.28,79.18,6.26,50.0,19.17,200.72
2025-11-08,S2_4,zone_2,11.03,23.53,66.28,6.21,50.0,24.44,203.26
2025-11-09,S2_4,zone_2,11.22,16.6,73.64,6.21,50.0,22.02,186.03
2025-11-10,S2_4,zone_2,10.17,16.0,76.95,6.21,50.0,20.1,189.1
2025-11-11,S2_4,zone_2,10.23,26.96,72.65,6.57,50.0,23.78,169.03
2025-11-12,S2_4,zone_2,10.0,22.18,80.12,6.52,49.83,17.79,207.46
2025-11-13,S2_4,zone_2,10.38,18.63,83.16,6.19,49.07,22.89,184.6
2025-11-14,S2_4,zone_2,11.4,20.11,74.9,6.41,50.0,23.03,194.1
2025-11-15,S2_4,zone_2,10.0,19.49,71.88,6.1,49.4,15.53,211.72
2025-11-16,S2_4,zone_2,10.58,26.14,60.87,6.31,49.37,17.1,196.21
2025-11-17,S2_4,zone_2,11.1,28.46,77.0,6.1,50.0,22.3,190.23
2025-11-18,S2_4,zone_2,10.29,27.19,65.9,5.95,49.07,18.96,151.83
2025-11-19,S2_4,zone_2,10.0,24.22,74.76,6.0,49.32,25.78,202.76
2025-11-20,S2_4,zone_2,10.0,19.53,79.92,6.27,46.83,20.78,195.24
2025-11-21,S2_4,zone_2,10.0,21.05,57.45,6.24,46.08,21.99,212.45
2025-11-22,S2_4,zone_2,10.0,21.06,54.77,6.44,47.69,23.66,206.35
2025-11-23,S2_4,zone_2,10.0,15.81,64.01,6.32,45.93,22.85,199.56
2023-11-25,S2_5,zone_2,18.16,11.47,69.5,6.45,29.45,24.87,154.79
2023-11-26,S2_5,zone_2,15.53,23.5,66.1,6.4,29.29,32.1,207.85
2023-11-27,S2_5,zone_2,12.68,21.5,57.72,6.31,27.33,24.05,176.62
2023-11-28,S2_5,zone_2,10.28,25.04,85.08,6.49,28.59,31.89,186.12
2023-11-29,S2_5,zone_2,10.0,21.51,74.37,6.3,27.45,23.44,170.5
2023-11-30,S2_5,zone_2,10.0,22.85,79.87,6.53,29.75,35.0,160.95
2023-12-01,S2_5,zone_2,10.0,13.59,86.15,6.27,31.93,24.15,196.45
2023-12-02,S2_5,zone_2,10.0,15.99,78.57,6.49,32.57,27.36,154.42
2023-12-03,S2_5,zone_2,10.99,11.09,70.02,6.16,32.46,27.72,215.2
2023-12-04,S2_5,zone_2,12.22,10.65,78.46,6.21,32.74,28.56,178.94
2023-12-05,S2_5,zone_2,12.0,21.38,77.09,6.38,32.57,20.58,198.66
2023-12-06,S2_5,zone_2,10.0,15.6,91.76,6.14,32.23,26.13,186.91
2023-12-07,S2_5,zone_2,11.41,11.24,93.09,6.23,32.77,24.24,196.86
2023-12-08,S2_5,zone_2,10.0,11.95,83.16,6.23,32.25,22.85,195.33
2023-12-09,S2_5,zone_2,10.0,19.42,88.72,6.2,32.35,32.68,175.23
2023-12-10,S2_5,zone_2,10.0,15.64,92.53,6.22,31.42,27.44,165.5
2023-12-11,S2_5,zone_2,11.43,12.59,74.52,6.4,31.54,29.76,184.38
2023-12-12,S2_5,zone_2,11.65,15.0,88.7,6.52,34.38,35.0,194.98
2023-12-13,S2_5,zone_2,10.0,18.28,78.33,6.43,34.01,23.91,169.87
2023-12-14,S2_5,zone_2,10.0,16.54,81.6,6.49,32.7,30.23,162.18
2023-12-15,S2_5,zone_2,14.02,10.52,80.01,6.48,32.18,28.06,180.15
2023-12-16,S2_5,zone_2,15.03,12.92,67.29,6.29,32.76,23.33,176.62
2023-12-17,S2_5,zone_2,17.0,8.93,75.41,6.38,32.65,28.57,181.3
2023-12-18,S2_5,zone_2,12.55,12.95,83.9,6.2,31.55,16.03,186.47
2023-12-19,S2_5,zone_2,10.0,16.35,77.8,6.47,31.85,32.44,199.13
2023-12-20,S2_5,zone_2,10.0,9.72,74.95,6.56,35.65,22.93,176.28
2023-12-21,S2_5,zone_2,10.0,11.43,77.35,6.47,34.85,24.26,183.98
2023-12-22,S2_5,zone_2,10.0,19.5,89.44,6.18,33.33,29.49,194.83
2023-12-23,S2_5,zone_2,10.0,11.68,81.36,5.93,33.7,27.0,194.03
2023-12-24,S2_5,zone_2,10.0,6.98,69.06,6.46,32.92,29.52,184.71
2023-12-25,S2_5,zone_2,10.0,13.04,78.16,6.5,30.74,30.25,183.52
2023-12-26,S2_5,zone_2,10.0,10.43,76.5,6.17,30.28,30.94,179.4
2023-12-27,S2_5,zone_2,11.33,16.63,86.24,6.4,30.94,26.59,157.97
2023-12-28,S2_5,zone_2,10.0,14.28,95.0,6.25,31.37,25.94,204.1
2023-12-29,S2_5,zone_2,10.0,16.98,93.89,6.37,28.49,31.19,172.75
2023-12-30,S2_5,zone_2,12.43,10.85,79.39,6.37,28.27,23.36,197.15
2023-12-31,S2_5,zone_2,10.0,8.73,83.66,6.61,30.47,22.71,185.7
2024-01-01,S2_5,zone_2,10.0,9.87,93.34,6.38,29.82,31.28,178.88
2024-01-02,S2_5,zone_2,10.0,14.19,75.02,6.46,29.53,22.02,193.73
2024-01-03,S2_5,zone_2,10.43,9.56,78.9,6.33,29.41,34.55,172.72
2024-01-04,S2_5,zone_2,10.0,16.91,77.76,6.39,28.3,32.34,192.61
2024-01-05,S2_5,zone_2,10.18,8.53,88.61,6.41,28.63,30.63,164.98
2024-01-06,S2_5,zone_2,10.0,12.61,85.86,6.35,26.6,28.94,164.66
2024-01-07,S2_5,zone_2,10.0,14.9,75.29,6.39,30.06,27.63,182.34
2024-01-08,S2_5,zone_2,10.0,14.38,83.37,6.24,31.16,26.08,192.77
2024-01-09,S2_5,zone_2,10.0,15.16,82.37,6.44,30.33,24.8,175.87
2024-01-10,S2_5,zone_2,10.0,16.71,84.38,6.4,31.57,24.32,199.77
2024-01-11,S2_5,zone_2,10.0,15.97,76.16,6.26,30.01,31.14,190.21
2024-01-12,S2_5,zone_2,10.0,11.07,90.17,6.29,30.41,27.84,206.35
2024-01-13,S2_5,zone_2,10.0,11.95,84.03,6.34,32.17,27.11,191.81
2024-01-14,S2_5,zone_2,10.0,14.8,88.01,6.31,32.4,33.88,174.79
2024-01-15,S2_5,zone_2,10.0,14.13,88.85,6.35,31.17,27.73,210.62
2024-01-16,S2_5,zone_2,11.32,9.95,82.28,6.36,28.07,28.3,176.24
2024-01-17,S2_5,zone_2,12.04,16.18,80.45,6.37,27.34,30.88,166.55
2024-01-18,S2_5,zone_2,13.31,18.24,92.08,6.3,27.67,24.17,166.95
2024-01-19,S2_5,zone_2,10.74,9.17,87.02,6.57,29.34,25.0,215.52
2024-01-20,S2_5,zone_2,11.47,10.96,77.43,6.71,29.77,29.88,191.54
2024-01-21,S2_5,zone_2,10.0,11.92,86.79,6.23,27.6,24.25,160.01
2024-01-22,S2_5,zone_2,10.0,17.85,74.37,6.6,26.26,22.14,192.37
2024-01-23,S2_5,zone_2,10.0,13.26,84.78,6.62,27.34,29.47,184.65
2024-01-24,S2_5,zone_2,10.0,17.28,78.32,6.59,27.92,25.58,195.74
2024-01-25,S2_5,zone_2,10.0,15.01,89.94,6.54,26.3,22.74,187.75
2024-01-26,S2_5,zone_2,10.0,15.43,88.64,6.24,25.45,24.67,193.99
2024-01-27,S2_5,zone_2,10.96,15.42,75.75,6.54,26.08,30.16,186.54
2024-01-28,S2_5,zone_2,10.0,8.88,78.84,6.66,24.75,17.34,168.3
2024-01-29,S2_5,zone_2,10.0,13.67,88.88,6.54,23.34,30.85,179.18
2024-01-30,S2_5,zone_2,10.0,15.27,73.98,6.59,24.68,26.96,188.74
2024-01-31,S2_5,zone_2,10.0,12.72,74.11,6.51,23.68,27.43,188.66
2024-02-01,S2_5,zone_2,10.0,11.31,77.21,6.59,25.05,26.65,216.71
2024-02-02,S2_5,zone_2,10.5,11.23,81.86,6.4,23.91,26.78,174.75
2024-02-03,S2_5,zone_2,10.19,7.27,78.46,6.59,22.72,29.69,189.18
2024-02-04,S2_5,zone_2,10.0,18.24,91.42,6.65,22.2,28.2,194.77
2024-02-05,S2_5,zone_2,13.55,10.75,82.93,6.46,21.45,28.54,232.36
2024-02-06,S2_5,zone_2,11.84,7.63,81.53,6.37,20.42,29.28,189.21
2024-02-07,S2_5,zone_2,10.0,16.1,80.98,6.51,20.49,26.76,183.75
2024-02-08,S2_5,zone_2,10.0,11.09,71.73,6.35,21.63,23.89,175.51
2024-02-09,S2_5,zone_2,10.0,13.89,88.84,6.47,20.01,21.94,213.46
2024-02-10,S2_5,zone_2,10.0,5.64,95.0,6.54,21.23,28.34,175.94
2024-02-11,S2_5,zone_2,10.0,18.68,73.67,6.37,23.05,27.33,182.32
2024-02-12,S2_5,zone_2,10.0,7.73,75.03,6.54,22.67,30.39,169.54
2024-02-13,S2_5,zone_2,10.0,8.45,88.91,6.54,20.96,29.16,180.35
2024-02-14,S2_5,zone_2,10.0,16.31,79.7,6.4,19.06,21.88,202.38
2024-02-15,S2_5,zone_2,10.96,17.49,88.2,6.63,19.76,24.88,146.98
2024-02-16,S2_5,zone_2,10.0,12.72,90.94,6.35,18.74,28.74,223.64
2024-02-17,S2_5,zone_2,10.0,12.96,74.2,6.41,18.93,23.09,178.99
2024-02-18,S2_5,zone_2,11.18,9.9,75.61,6.4,19.27,32.78,170.76
2024-02-19,S2_5,zone_2,10.0,18.19,72.5,6.4,19.78,28.11,176.83
2024-02-20,S2_5,zone_2,10.0,15.16,86.85,6.27,19.24,25.21,180.76
2024-02-21,S2_5,zone_2,10.0,12.53,90.31,6.37,18.72,31.12,172.28
2024-02-22,S2_5,zone_2,10.0,12.29,85.01,6.03,19.11,26.13,170.63
2024-02-23,S2_5,zone_2,10.0,15.12,75.21,6.6,31.06,30.79,184.09
2024-02-24,S2_5,zone_2,10.0,17.62,78.4,6.71,30.2,32.78,194.31
2024-02-25,S2_5,zone_2,10.0,12.14,86.64,6.17,28.38,29.17,161.01
2024-02-26,S2_5,zone_2,10.34,4.87,70.78,6.46,27.67,29.72,202.56
2024-02-27,S2_5,zone_2,10.0,12.54,80.76,6.39,30.35,21.86,186.22
2024-02-28,S2_5,zone_2,10.0,8.65,66.31,6.4,28.27,24.36,148.33
2024-02-29,S2_5,zone_2,10.0,12.78,95.0,6.41,28.91,31.48,202.44
2024-03-01,S2_5,zone_2,10.0,13.31,83.97,6.29,28.11,26.86,143.04
2024-03-02,S2_5,zone_2,10.0,19.66,69.81,6.5,27.82,27.74,185.63
2024-03-03,S2_5,zone_2,10.0,22.74,66.81,6.4,28.66,22.95,198.82
2024-03-04,S2_5,zone_2,10.07,23.17,83.61,6.57,27.16,23.52,172.96
2024-03-05,S2_5,zone_2,10.0,12.45,60.39,6.47,26.32,25.67,179.07
2024-03-06,S2_5,zone_2,10.0,19.49,64.74,6.69,26.21,24.78,182.02
2024-03-07,S2_5,zone_2,10.0,14.03,75.75,6.53,25.71,30.05,219.54
2024-03-08,S2_5,zone_2,10.0,22.95,57.96,6.49,24.33,24.51,189.75
2024-03-09,S2_5,zone_2,10.0,23.06,89.2,6.7,25.97,24.09,195.87
2024-03-10,S2_5,zone_2,10.0,24.63,89.36,6.46,26.97,23.62,159.85
2024-03-11,S2_5,zone_2,10.0,21.13,78.93,6.55,27.15,30.05,157.75
2024-03-12,S2_5,zone_2,10.0,27.97,72.87,6.35,28.08,25.59,191.95
2024-03-13,S2_5,zone_2,10.0,15.11,89.68,6.24,27.11,24.64,195.96
2024-03-14,S2_5,zone_2,10.0,14.45,61.38,6.35,26.74,27.09,167.51
2024-03-15,S2_5,zone_2,10.0,21.78,78.35,6.62,26.16,28.46,181.1
2024-03-16,S2_5,zone_2,10.0,22.31,56.22,6.53,26.51,24.33,191.55
2024-03-17,S2_5,zone_2,10.0,19.41,77.55,6.86,27.48,31.66,190.35
2024-03-18,S2_5,zone_2,10.0,21.78,63.49,6.35,25.27,27.62,183.45
2024-03-19,S2_5,zone_2,10.0,12.71,74.93,6.37,27.14,26.49,191.5
2024-03-20,S2_5,zone_2,10.0,16.94,76.3,6.31,28.22,32.69,154.43
2024-03-21,S2_5,zone_2,10.0,22.13,71.64,6.66,28.56,21.46,188.96
2024-03-22,S2_5,zone_2,10.0,13.92,71.64,6.52,29.88,30.06,154.05
2024-03-23,S2_5,zone_2,10.0,11.91,82.92,6.45,30.32,35.0,177.15
2024-03-24,S2_5,zone_2,10.0,14.53,60.49,6.45,30.54,28.03,162.7
2024-03-25,S2_5,zone_2,10.0,22.99,85.12,6.34,31.5,26.67,167.25
2024-03-26,S2_5,zone_2,10.0,21.74,77.63,6.45,31.85,25.64,150.45
2024-03-27,S2_5,zone_2,10.0,18.13,71.26,6.32,30.37,21.03,184.86
2024-03-28,S2_5,zone_2,10.0,22.75,65.83,6.21,30.95,26.67,196.52
2024-03-29,S2_5,zone_2,10.0,19.76,60.26,6.44,31.9,30.83,187.91
2024-03-30,S2_5,zone_2,10.0,15.44,58.01,6.68,31.83,28.08,153.64
2024-03-31,S2_5,zone_2,10.0,13.06,79.8,6.4,31.24,28.38,144.33
2024-04-01,S2_5,zone_2,10.0,23.28,78.3,6.44,31.12,28.84,200.78
2024-04-02,S2_5,zone_2,10.0,20.27,81.73,6.19,31.66,28.72,189.33
2024-04-03,S2_5,zone_2,10.0,20.31,68.71,6.21,33.39,24.8,208.19
2024-04-04,S2_5,zone_2,10.0,21.47,66.71,6.42,31.83,18.45,203.5
2024-04-05,S2_5,zone_2,10.0,21.76,55.82,6.41,29.08,19.94,145.09
2024-04-06,S2_5,zone_2,10.0,11.16,79.07,6.24,28.61,32.06,194.55
2024-04-07,S2_5,zone_2,10.0,23.93,71.4,6.07,29.03,27.11,150.16
2024-04-08,S2_5,zone_2,10.0,19.45,80.68,6.18,27.73,22.82,161.83
2024-04-09,S2_5,zone_2,10.0,19.36,70.92,6.42,29.22,29.7,222.26
2024-04-10,S2_5,zone_2,10.0,17.88,65.93,6.41,26.8,28.34,197.19
2024-04-11,S2_5,zone_2,10.0,12.93,72.41,6.24,24.73,29.09,187.01
2024-04-12,S2_5,zone_2,10.0,16.93,77.58,6.47,22.75,20.9,185.55
2024-04-13,S2_5,zone_2,10.0,19.97,81.36,6.28,21.34,30.66,227.53
2024-04-14,S2_5,zone_2,10.0,12.7,76.99,6.29,23.54,21.41,190.45
2024-04-15,S2_5,zone_2,10.0,22.64,70.37,6.41,22.95,32.88,199.22
2024-04-16,S2_5,zone_2,10.41,8.45,64.1,6.36,22.44,35.0,179.52
2024-04-17,S2_5,zone_2,10.0,16.27,77.12,6.06,21.31,27.51,174.36
2024-04-18,S2_5,zone_2,10.0,20.07,70.24,6.5,19.32,27.41,210.87
