date,sensor_id,zone_id,ground_moisture,temperature,humidity,pH,nutrient_N,nutrient_P,nutrient_K
2025-11-26,S2_5,zone_2,11.72,18.47,69.25,5.82,50.0,15.73,177.85
2025-11-27,S2_5,zone_2,10.0,16.99,73.12,6.28,50.0,14.54,153.14
2025-11-28,S2_5,zone_2,10.0,20.9,66.4,5.84,50.0,14.72,158.8
2025-11-29,S2_5,zone_2,10.0,24.32,56.84,6.0,49.58,23.31,157.75
2025-11-30,S2_5,zone_2,10.0,23.66,53.83,5.82,49.41,19.87,160.26
2025-12-01,S2_5,zone_2,10.0,12.98,67.43,6.21,48.2,22.75,170.19
2025-12-02,S2_5,zone_2,10.17,8.53,78.98,6.1,46.11,20.31,151.34
2025-12-03,S2_5,zone_2,10.0,11.93,80.1,6.06,45.97,19.17,177.74
2025-12-04,S2_5,zone_2,10.0,15.64,69.17,5.93,45.1,20.38,160.17
2025-12-05,S2_5,zone_2,10.0,10.65,75.88,6.16,45.35,21.35,190.19
2025-12-06,S2_5,zone_2,10.0,9.27,66.86,5.93,47.47,23.1,139.45
2025-12-07,S2_5,zone_2,10.0,17.37,73.62,5.9,49.09,24.32,149.43
2025-12-08,S2_5,zone_2,10.0,13.46,67.61,5.99,49.72,17.17,160.6
2025-12-09,S2_5,zone_2,10.41,15.84,73.15,6.17,50.0,13.72,172.09
2025-12-10,S2_5,zone_2,10.0,12.64,76.4,5.77,50.0,22.61,171.02
2025-12-11,S2_5,zone_2,10.61,10.27,73.27,6.14,50.0,22.62,155.96
2025-12-12,S2_5,zone_2,10.0,12.67,63.92,5.93,49.26,12.91,148.92
2025-12-13,S2_5,zone_2,10.0,16.23,70.24,5.68,48.17,14.17,157.88
2025-12-14,S2_5,zone_2,10.0,9.28,61.09,6.02,50.0,16.29,155.75
2025-12-15,S2_5,zone_2,10.0,11.53,73.7,6.03,50.0,13.88,147.1
2025-12-16,S2_5,zone_2,10.0,9.95,68.11,6.0,48.56,19.48,150.45
2025-12-17,S2_5,zone_2,10.0,11.52,74.37,5.9,48.26,13.22,171.47
2025-12-18,S2_5,zone_2,10.0,15.47,75.78,5.96,47.77,18.94,152.3
2023-12-20,S3_1,zone_3,17.9,13.77,85.16,6.36,39.22,15.11,145.86
2023-12-21,S3_1,zone_3,19.25,10.92,75.24,6.52,39.55,16.63,163.78
2023-12-22,S3_1,zone_3,23.36,6.73,68.65,6.46,39.96,14.01,162.49
2023-12-23,S3_1,zone_3,23.4,8.92,73.27,6.73,41.52,16.0,184.52
2023-12-24,S3_1,zone_3,26.38,9.04,87.9,6.7,41.58,16.26,163.21
2023-12-25,S3_1,zone_3,23.84,11.97,67.44,6.72,42.53,15.95,164.8
2023-12-26,S3_1,zone_3,22.88,13.09,82.23,6.44,43.6,24.55,171.64
2023-12-27,S3_1,zone_3,23.28,11.71,80.99,6.36,45.43,18.9,146.07
2023-12-28,S3_1,zone_3,22.87,12.37,79.68,6.67,45.55,11.96,127.8
2023-12-29,S3_1,zone_3,18.89,16.22,67.92,6.59,45.93,18.75,160.22
2023-12-30,S3_1,zone_3,18.23,10.07,73.85,6.58,47.49,18.15,178.29
2023-12-31,S3_1,zone_3,18.96,10.01,71.66,6.54,48.5,15.44,169.79
2024-01-01,S3_1,zone_3,18.56,16.53,89.05,6.38,47.33,19.14,145.2
2024-01-02,S3_1,zone_3,17.37,13.83,62.71,6.47,49.4,20.1,163.53
2024-01-03,S3_1,zone_3,19.09,11.5,84.24,6.44,48.41,16.56,179.0
2024-01-04,S3_1,zone_3,18.02,11.09,66.94,6.73,48.92,19.61,190.01
2024-01-05,S3_1,zone_3,17.52,9.02,72.06,6.58,49.6,16.98,187.81
2024-01-06,S3_1,zone_3,16.11,10.45,75.92,6.43,48.87,16.68,179.87
2024-01-07,S3_1,zone_3,16.12,3.08,54.99,6.63,50.0,20.02,169.95
2024-01-08,S3_1,zone_3,15.15,11.75,70.05,6.45,50.0,20.8,168.2
2024-01-09,S3_1,zone_3,14.02,11.12,67.92,6.65,48.13,17.49,180.57
2024-01-10,S3_1,zone_3,12.74,13.22,72.53,6.63,48.9,16.25,172.82
2024-01-11,S3_1,zone_3,11.29,17.09,75.26,6.49,47.99,13.76,147.71
2024-01-12,S3_1,zone_3,11.04,12.79,83.73,6.21,48.35,22.22,155.22
2024-01-13,S3_1,zone_3,10.0,10.09,73.88,6.49,49.07,17.23,174.72
2024-01-14,S3_1,zone_3,10.0,11.38,72.46,6.78,48.85,18.32,163.73
2024-01-15,S3_1,zone_3,12.42,15.76,76.27,6.63,48.63,17.57,157.68
2024-01-16,S3_1,zone_3,10.0,9.15,68.95,6.36,47.22,19.67,158.12
2024-01-17,S3_1,zone_3,10.0,7.51,70.67,6.54,46.65,13.99,155.03
2024-01-18,S3_1,zone_3,11.49,7.98,71.88,6.62,47.88,22.14,176.78
2024-01-19,S3_1,zone_3,11.08,15.68,79.08,6.71,46.94,18.48,132.7
2024-01-20,S3_1,zone_3,12.48,10.07,73.44,6.72,47.65,16.28,173.74
2024-01-21,S3_1,zone_3,12.06,8.08,76.16,6.98,45.74,22.47,160.61
2024-01-22,S3_1,zone_3,10.23,10.42,80.97,6.53,43.49,16.95,159.8
2024-01-23,S3_1,zone_3,10.14,16.27,84.31,6.46,41.53,16.8,178.09
2024-01-24,S3_1,zone_3,10.66,9.58,81.47,6.36,42.15,13.24,182.94
2024-01-25,S3_1,zone_3,10.0,15.14,67.59,6.33,41.26,19.97,180.59
2024-01-26,S3_1,zone_3,10.0,16.02,93.96,6.42,41.05,13.68,165.86
2024-01-27,S3_1,zone_3,10.0,13.52,60.79,6.62,40.59,21.32,190.39
2024-01-28,S3_1,zone_3,10.0,8.69,84.99,6.69,40.41,15.61,175.62
2024-01-29,S3_1,zone_3,10.0,13.07,70.45,6.64,41.8,19.07,140.04
2024-01-30,S3_1,zone_3,10.0,6.39,69.09,6.54,41.53,13.92,161.21
2024-01-31,S3_1,zone_3,10.37,13.88,71.79,6.47,41.27,18.96,157.22
2024-02-01,S3_1,zone_3,10.0,11.43,66.23,6.63,41.05,12.97,170.1
2024-02-02,S3_1,zone_3,10.0,13.04,88.95,6.84,40.44,19.55,165.82
2024-02-03,S3_1,zone_3,10.0,8.81,75.52,6.41,40.5,19.31,169.71
2024-02-04,S3_1,zone_3,10.4,8.24,72.74,6.36,39.53,19.08,205.88
2024-02-05,S3_1,zone_3,12.04,10.04,83.72,6.59,40.34,18.98,167.97
2024-02-06,S3_1,zone_3,10.0,17.73,74.37,6.69,38.67,14.51,168.28
2024-02-07,S3_1,zone_3,10.0,5.28,70.61,6.57,38.27,18.64,182.41
2024-02-08,S3_1,zone_3,10.0,17.41,70.21,6.37,38.25,18.94,146.74
2024-02-09,S3_1,zone_3,10.0,13.37,64.44,6.67,38.47,24.44,170.77
2024-02-10,S3_1,zone_3,10.0,7.57,76.43,6.66,38.06,22.2,193.34
2024-02-11,S3_1,zone_3,10.0,11.29,83.67,6.12,38.89,20.19,161.88
2024-02-12,S3_1,zone_3,10.4,7.92,72.4,6.77,40.02,15.27,174.47
2024-02-13,S3_1,zone_3,10.0,13.5,92.04,6.43,38.03,23.61,153.07
2024-02-14,S3_1,zone_3,10.0,15.23,76.89,6.72,39.61,13.85,157.93
2024-02-15,S3_1,zone_3,10.48,9.6,76.8,6.54,40.24,18.6,200.63
2024-02-16,S3_1,zone_3,10.0,11.99,72.21,6.6,40.37,22.25,167.82
2024-02-17,S3_1,zone_3,10.0,11.99,64.83,6.54,39.47,15.37,178.3
2024-02-18,S3_1,zone_3,10.0,9.28,63.44,6.79,38.42,13.44,162.58
2024-02-19,S3_1,zone_3,10.55,13.52,84.03,6.47,38.11,15.83,161.05
2024-02-20,S3_1,zone_3,10.0,8.73,80.98,6.79,38.47,11.87,155.19
2024-02-21,S3_1,zone_3,11.03,10.32,86.14,6.57,39.88,10.0,142.53
2024-02-22,S3_1,zone_3,12.68,13.49,73.64,6.75,40.95,23.36,132.49
2024-02-23,S3_1,zone_3,10.5,11.63,83.43,6.64,42.05,13.37,154.72
2024-02-24,S3_1,zone_3,10.0,10.02,85.56,6.55,39.22,15.24,159.75
2024-02-25,S3_1,zone_3,10.0,7.71,71.53,6.91,39.81,20.86,207.42
2024-02-26,S3_1,zone_3,10.0,11.02,68.51,6.33,37.87,16.95,162.71
2024-02-27,S3_1,zone_3,10.0,12.66,67.81,6.64,38.89,16.25,178.05
2024-02-28,S3_1,zone_3,10.0,14.47,74.77,6.45,41.52,17.3,191.79
2024-02-29,S3_1,zone_3,10.0,16.77,79.1,6.61,43.51,26.38,193.88
2024-03-01,S3_1,zone_3,10.0,15.06,66.73,6.6,42.9,12.89,151.41
2024-03-02,S3_1,zone_3,10.0,22.47,71.84,6.57,42.84,21.48,143.97
2024-03-03,S3_1,zone_3,10.0,24.03,72.13,6.64,42.51,11.85,186.63
2024-03-04,S3_1,zone_3,10.0,9.94,47.83,6.5,42.99,12.75,152.87
2024-03-05,S3_1,zone_3,10.0,11.39,74.42,6.8,43.4,16.54,159.98
2024-03-06,S3_1,zone_3,10.0,16.22,54.46,6.49,43.22,17.8,183.72
2024-03-07,S3_1,zone_3,10.0,24.46,75.77,6.59,43.08,19.58,163.41
2024-03-08,S3_1,zone_3,10.0,10.96,55.82,6.72,40.93,14.08,120.0
2024-03-09,S3_1,zone_3,10.0,12.59,60.44,6.64,42.11,20.21,176.76
2024-03-10,S3_1,zone_3,10.29,15.87,60.92,6.66,40.88,16.32,175.92
2024-03-11,S3_1,zone_3,10.0,14.76,66.11,6.65,41.4,15.09,176.51
2024-03-12,S3_1,zone_3,10.0,17.4,57.49,6.45,42.48,20.24,176.45
2024-03-13,S3_1,zone_3,10.0,8.04,60.21,6.46,39.7,19.9,181.03
2024-03-14,S3_1,zone_3,10.0,12.3,62.56,6.72,40.85,16.27,136.11
2024-03-15,S3_1,zone_3,10.0,9.83,73.02,6.51,40.28,15.26,173.24
2024-03-16,S3_1,zone_3,10.0,11.37,59.87,6.3,36.97,15.57,169.82
2024-03-17,S3_1,zone_3,10.0,26.68,58.92,6.47,36.9,18.71,144.32
2024-03-18,S3_1,zone_3,10.0,17.64,77.52,6.66,36.53,17.91,192.19
2024-03-19,S3_1,zone_3,10.0,8.51,62.82,6.68,48.64,19.03,189.51
2024-03-20,S3_1,zone_3,10.0,21.31,69.5,6.7,48.27,15.45,193.11
2024-03-21,S3_1,zone_3,10.0,22.86,69.55,6.94,48.19,19.01,171.64
2024-03-22,S3_1,zone_3,10.0,24.24,72.7,6.57,47.52,15.93,149.72
2024-03-23,S3_1,zone_3,10.0,23.19,62.84,6.5,47.42,13.94,155.67
2024-03-24,S3_1,zone_3,10.0,17.68,63.41,6.8,47.15,15.03,174.31
2024-03-25,S3_1,zone_3,10.0,16.42,51.65,6.36,45.96,14.09,159.65
2024-03-26,S3_1,zone_3,10.0,14.65,42.54,6.11,46.31,10.0,188.63
2024-03-27,S3_1,zone_3,10.0,20.0,54.42,6.46,46.25,18.82,133.37
2024-03-28,S3_1,zone_3,10.0,13.83,72.31,6.68,47.09,21.56,152.64
2024-03-29,S3_1,zone_3,10.0,22.81,76.32,6.62,48.21,16.54,138.91
2024-03-30,S3_1,zone_3,10.0,12.55,62.79,6.58,49.06,26.45,149.58
2024-03-31,S3_1,zone_3,10.18,13.88,59.59,6.4,47.56,12.38,172.28
2024-04-01,S3_1,zone_3,10.0,7.79,71.11,6.34,50.0,13.88,180.54
2024-04-02,S3_1,zone_3,10.0,14.9,71.98,6.36,50.0,17.59,151.99
2024-04-03,S3_1,zone_3,10.0,12.18,71.33,6.46,49.97,13.5,160.15
2024-04-04,S3_1,zone_3,10.0,14.64,65.32,6.87,50.0,21.3,180.31
2024-04-05,S3_1,zone_3,10.0,22.54,75.93,6.54,48.43,15.73,150.36
2024-04-06,S3_1,zone_3,10.0,14.63,72.0,6.7,49.91,20.18,170.91
2024-04-07,S3_1,zone_3,10.0,8.68,52.35,6.87,48.71,15.18,181.18
2024-04-08,S3_1,zone_3,10.0,18.85,58.61,6.79,49.12,14.62,179.32
2024-04-09,S3_1,zone_3,10.0,16.77,64.78,6.61,50.0,19.04,193.01
2024-04-10,S3_1,zone_3,10.0,19.17,88.75,6.67,49.6,14.33,161.93
2024-04-11,S3_1,zone_3,10.0,22.32,79.41,6.47,49.84,13.75,182.28
2024-04-12,S3_1,zone_3,10.0,22.32,63.45,6.86,50.0,14.72,174.24
2024-04-13,S3_1,zone_3,10.0,20.55,68.67,6.54,50.0,15.16,206.72
2024-04-14,S3_1,zone_3,10.0,19.59,80.06,6.67,49.26,21.71,156.04
2024-04-15,S3_1,zone_3,10.0,20.53,69.46,6.4,46.61,18.58,152.09
2024-04-16,S3_1,zone_3,10.0,16.06,64.36,6.4,44.23,21.59,179.53
2024-04-17,S3_1,zone_3,10.0,23.22,65.85,6.47,44.94,14.34,131.34
2024-04-18,S3_1,zone_3,10.0,12.25,76.76,6.4,44.71,17.41,166.73
2024-04-19,S3_1,zone_3,10.0,13.51,55.65,6.63,44.46,18.71,156.02
2024-04-20,S3_1,zone_3,10.0,21.26,64.91,6.57,45.25,20.23,161.77
2024-04-21,S3_1,zone_3,10.0,19.03,78.4,6.7,45.17,15.56,166.34
2024-04-22,S3_1,zone_3,10.0,16.71,70.13,6.5,45.55,20.11,192.8
2024-04-23,S3_1,zone_3,10.0,15.39,84.46,6.53,46.37,18.69,151.06
2024-04-24,S3_1,zone_3,10.0,20.35,63.35,6.31,47.88,14.86,174.79
2024-04-25,S3_1,zone_3,10.0,22.35,65.69,6.46,47.16,16.03,207.74
2024-04-26,S3_1,zone_3,10.0,14.51,71.15,6.54,47.52,14.85,175.84
2024-04-27,S3_1,zone_3,10.0,16.7,59.19,6.87,47.73,15.46,177.34
2024-04-28,S3_1,zone_3,10.0,10.87,60.25,6.74,49.77,15.5,165.39
2024-04-29,S3_1,zone_3,10.0,17.55,75.32,6.74,50.0,17.71,165.27
2024-04-30,S3_1,zone_3,10.0,20.15,71.8,6.43,50.0,17.32,155.53
2024-05-01,S3_1,zone_3,10.0,21.29,66.74,6.41,50.0,17.08,165.32
2024-05-02,S3_1,zone_3,10.0,23.55,59.54,6.59,47.9,20.89,167.89
2024-05-03,S3_1,zone_3,10.0,20.59,66.98,6.72,45.73,16.23,156.43
2024-05-04,S3_1,zone_3,10.0,10.51,49.83,6.6,46.01,17.27,146.05
2024-05-05,S3_1,zone_3,10.0,18.46,72.85,6.54,45.33,17.67,172.6
2024-05-06,S3_1,zone_3,10.0,22.41,57.95,6.52,44.97,19.53,142.79
2024-05-07,S3_1,zone_3,10.0,26.78,71.47,6.2,45.48,17.71,185.4
2024-05-08,S3_1,zone_3,10.0,21.88,58.48,6.46,45.26,10.34,163.82
2024-05-09,S3_1,zone_3,10.0,14.06,78.2,6.37,46.35,20.42,165.05
2024-05-10,S3_1,zone_3,10.0,11.25,73.83,6.72,46.55,13.19,171.66
2024-05-11,S3_1,zone_3,10.0,24.07,71.57,6.75,43.87,10.16,176.05
2024-05-12,S3_1,zone_3,10.0,23.34,72.18,6.73,45.38,13.9,177.01
2024-05-13,S3_1,zone_3,10.0,22.2,81.45,6.58,44.73,18.0,159.03
2024-05-14,S3_1,zone_3,10.0,18.29,68.68,6.57,47.25,20.79,203.95
2024-05-15,S3_1,zone_3,10.0,15.15,72.12,6.78,46.41,13.82,178.58
2024-05-16,S3_1,zone_3,10.0,11.97,69.16,6.67,43.9,10.0,165.42
2024-05-17,S3_1,zone_3,10.47,12.41,66.68,6.79,43.48,15.14,179.18
2024-05-18,S3_1,zone_3,10.0,15.63,69.28,6.52,45.57,19.47,162.1
2024-05-19,S3_1,zone_3,10.0,19.92,66.51,6.41,45.24,12.13,137.82
2024-05-20,S3_1,zone_3,10.0,13.81,59.92,6.56,45.23,22.79,120.0
2024-05-21,S3_1,zone_3,10.0,17.9,65.97,6.75,46.53,16.84,176.53
2024-05-22,S3_1,zone_3,10.76,12.36,69.7,6.47,45.55,18.08,139.32
2024-05-23,S3_1,zone_3,10.0,26.69,66.52,6.44,44.24,16.43,142.26
2024-05-24,S3_1,zone_3,10.0,16.67,62.97,6.72,43.94,14.18,155.05
2024-05-25,S3_1,zone_3,10.0,24.12,61.63,6.49,44.42,16.08,148.3
2024-05-26,S3_1,zone_3,10.0,20.79,74.56,6.35,44.37,12.86,133.34
2024-05-27,S3_1,zone_3,10.0,22.69,60.37,6.35,44.26,10.0,152.08
2024-05-28,S3_1,zone_3,10.0,19.6,66.63,6.44,43.53,23.08,142.49
2024-05-29,S3_1,zone_3,10.0,14.43,64.85,6.32,43.48,13.03,159.97
2024-05-30,S3_1,zone_3,10.0,19.35,71.3,6.4,42.25,12.8,160.2
2024-05-31,S3_1,zone_3,11.88,11.66,63.11,6.5,40.94,10.78,145.3
2024-06-01,S3_1,zone_3,10.0,30.08,49.22,6.44,41.0,15.08,203.14
2024-06-02,S3_1,zone_3,10.0,18.89,51.34,6.54,41.4,15.99,169.64
2024-06-03,S3_1,zone_3,10.0,29.47,67.39,6.69,43.92,14.68,146.76
2024-06-04,S3_1,zone_3,10.0,32.31,57.76,6.82,41.9,15.99,167.37
2024-06-05,S3_1,zone_3,10.0,32.52,67.64,6.33,41.03,14.35,153.35
2024-06-06,S3_1,zone_3,10.0,30.76,60.14,6.56,41.27,19.98,169.1
2024-06-07,S3_1,zone_3,10.0,22.9,51.11,6.7,39.85,23.22,149.42
2024-06-08,S3_1,zone_3,10.0,23.41,64.65,6.65,39.15,21.55,147.72
2024-06-09,S3_1,zone_3,10.0,21.37,42.37,6.56,39.9,12.57,142.19
2024-06-10,S3_1,zone_3,10.0,22.46,55.45,6.53,41.13,11.1,157.34
2024-06-11,S3_1,zone_3,10.0,33.69,61.43,6.5,42.01,18.86,158.39
2024-06-12,S3_1,zone_3,10.0,27.88,54.3,6.54,42.68,11.22,141.02
2024-06-13,S3_1,zone_3,10.0,19.72,71.22,6.53,41.94,18.66,169.61
2024-06-14,S3_1,zone_3,10.0,27.65,56.53,6.46,41.99,19.52,169.67
2024-06-15,S3_1,zone_3,10.0,20.93,46.07,6.51,44.61,18.51,136.23
2024-06-16,S3_1,zone_3,10.0,25.39,60.2,6.16,44.3,14.69,158.61
2024-06-17,S3_1,zone_3,10.0,18.9,50.42,6.69,50.0,13.54,173.28
2024-06-18,S3_1,zone_3,10.0,24.82,66.48,6.4,49.9,21.03,178.47
2024-06-19,S3_1,zone_3,10.0,24.28,58.65,6.58,49.06,10.0,184.14
2024-06-20,S3_1,zone_3,10.0,30.51,71.47,6.76,49.88,17.58,177.39
2024-06-21,S3_1,zone_3,10.0,21.23,48.88,6.68,50.0,12.95,128.17
2024-06-22,S3_1,zone_3,10.0,29.31,45.92,6.54,49.61,12.14,163.82
2024-06-23,S3_1,zone_3,10.0,23.99,47.57,6.45,50.0,16.7,172.16
2024-06-24,S3_1,zone_3,10.0,31.96,49.38,6.46,50.0,15.12,165.1
2024-06-25,S3_1,zone_3,10.0,26.02,66.88,6.54,50.0,13.62,166.19
2024-06-26,S3_1,zone_3,10.0,25.1,60.35,6.49,47.77,19.09,170.68
2024-06-27,S3_1,zone_3,10.0,19.65,47.71,6.33,50.0,17.01,172.97
2024-06-28,S3_1,zone_3,10.0,29.63,55.66,6.34,48.81,13.41,170.78
2024-06-29,S3_1,zone_3,10.0,33.92,45.78,6.38,49.53,12.04,144.39
2024-06-30,S3_1,zone_3,10.0,23.64,56.7,6.47,49.86,15.68,160.34
2024-07-01,S3_1,zone_3,10.0,32.33,50.18,6.47,50.0,12.57,146.45
2024-07-02,S3_1,zone_3,10.0,33.43,44.68,6.45,50.0,14.89,184.74
2024-07-03,S3_1,zone_3,10.0,25.72,57.11,6.6,49.0,12.72,171.91
2024-07-04,S3_1,zone_3,10.0,32.06,65.33,6.36,48.73,17.35,179.73
2024-07-05,S3_1,zone_3,10.0,34.43,62.57,6.26,49.13,14.67,132.29
2024-07-06,S3_1,zone_3,10.0,32.95,64.85,6.44,47.59,20.87,147.45
2024-07-07,S3_1,zone_3,10.0,34.55,64.65,6.5,47.08,10.33,152.23
2024-07-08,S3_1,zone_3,10.0,28.82,62.36,6.34,48.46,13.31,157.32
2024-07-09,S3_1,zone_3,10.0,27.83,58.56,6.52,49.44,12.71,182.02
2024-07-10,S3_1,zone_3,10.0,20.53,54.84,6.48,49.34,13.34,134.52
2024-07-11,S3_1,zone_3,10.0,32.35,58.47,6.49,49.83,16.55,199.39
2024-07-12,S3_1,zone_3,10.0,36.32,49.21,6.45,49.99,13.26,154.42
2024-07-13,S3_1,zone_3,10.0,32.76,57.77,6.77,49.77,17.85,144.47
2024-07-14,S3_1,zone_3,10.0,23.49,60.46,6.39,48.37,20.37,170.61
2024-07-15,S3_1,zone_3,10.0,25.02,61.95,6.34,47.48,17.05,164.16
2024-07-16,S3_1,zone_3,10.0,24.43,71.29,6.55,48.44,14.17,175.39
2024-07-17,S3_1,zone_3,10.0,17.68,68.78,6.21,47.88,12.07,168.23
2024-07-18,S3_1,zone_3,10.0,31.24,64.68,6.36,46.68,13.7,191.22
2024-07-19,S3_1,zone_3,10.0,36.81,69.1,6.42,47.2,12.71,152.97
2024-07-20,S3_1,zone_3,10.0,29.24,54.28,6.3,46.92,16.65,172.74
2024-07-21,S3_1,zone_3,10.0,25.8,59.89,6.25,48.68,13.36,176.33
2024-07-22,S3_1,zone_3,10.0,33.35,45.84,6.46,46.55,17.71,171.76
2024-07-23,S3_1,zone_3,11.44,16.69,50.16,6.4,46.63,10.0,183.38
2024-07-24,S3_1,zone_3,10.0,31.82,61.41,6.43,47.36,16.78,189.21
2024-07-25,S3_1,zone_3,10.0,32.89,50.66,6.37,46.86,17.01,186.51
2024-07-26,S3_1,zone_3,10.0,33.36,55.0,6.35,47.51,11.43,155.68
2024-07-27,S3_1,zone_3,10.0,25.7,56.67,6.29,48.68,22.68,137.8
2024-07-28,S3_1,zone_3,10.0,27.7,49.43,6.44,48.99,18.03,187.47
2024-07-29,S3_1,zone_3,10.0,31.64,46.14,6.33,49.06,12.04,172.18
2024-07-30,S3_1,zone_3,10.0,29.36,53.6,6.37,48.85,13.78,156.13
2024-07-31,S3_1,zone_3,10.0,28.7,57.45,6.43,48.23,13.27,187.08
2024-08-01,S3_1,zone_3,10.0,27.7,45.26,6.35,47.91,17.94,183.07
2024-08-02,S3_1,zone_3,10.0,31.03,48.33,6.54,48.97,17.62,140.9
2024-08-03,S3_1,zone_3,10.0,20.08,53.7,6.55,50.0,18.28,179.02
2024-08-04,S3_1,zone_3,10.0,29.08,68.38,6.44,50.0,19.93,175.97
2024-08-05,S3_1,zone_3,10.0,34.17,44.09,6.41,50.0,13.57,140.15
2024-08-06,S3_1,zone_3,10.0,26.72,51.04,6.36,49.68,20.81,146.31
2024-08-07,S3_1,zone_3,10.0,23.8,48.79,6.34,50.0,11.01,190.38
2024-08-08,S3_1,zone_3,10.0,26.53,45.19,6.52,50.0,22.54,177.28
2024-08-09,S3_1,zone_3,10.28,25.87,64.8,6.41,50.0,11.26,160.69
2024-08-10,S3_1,zone_3,10.0,33.99,64.18,6.43,48.46,10.0,177.47
2024-08-11,S3_1,zone_3,10.0,30.69,47.54,6.53,47.78,12.88,175.57
2024-08-12,S3_1,zone_3,10.0,20.1,59.75,6.45,47.52,10.41,204.98
2024-08-13,S3_1,zone_3,10.0,34.12,51.43,6.54,47.25,19.14,203.59
2024-08-14,S3_1,zone_3,10.0,27.31,66.6,6.36,48.15,14.29,176.82
2024-08-15,S3_1,zone_3,10.0,25.89,64.76,6.63,49.08,22.92,166.02
2024-08-16,S3_1,zone_3,10.0,29.99,50.69,6.47,50.0,14.54,156.65
2024-08-17,S3_1,zone_3,10.0,20.93,54.45,6.58,49.55,13.5,178.9
2024-08-18,S3_1,zone_3,10.0,22.13,54.17,6.59,50.0,16.9,171.94
2024-08-19,S3_1,zone_3,10.0,18.88,66.69,6.41,48.23,12.0,178.0
2024-08-20,S3_1,zone_3,10.0,34.36,52.76,6.33,47.31,18.38,166.16
2024-08-21,S3_1,zone_3,10.0,21.23,62.23,6.45,48.21,22.52,160.11
2024-08-22,S3_1,zone_3,10.0,25.51,63.97,6.48,49.61,17.28,145.89
2024-08-23,S3_1,zone_3,10.35,23.82,61.52,6.41,50.0,13.63,175.59
2024-08-24,S3_1,zone_3,10.0,35.64,43.62,6.41,48.6,15.65,152.4
2024-08-25,S3_1,zone_3,10.0,36.29,48.86,6.18,48.9,10.53,172.53
2024-08-26,S3_1,zone_3,10.0,25.37,62.37,6.48,48.32,16.51,188.5
2024-08-27,S3_1,zone_3,10.0,19.72,54.7,6.42,48.89,14.31,149.21
2024-08-28,S3_1,zone_3,10.98,19.22,75.53,6.25,49.17,13.36,170.73
2024-08-29,S3_1,zone_3,10.0,20.02,65.62,6.33,49.95,13.09,146.82
2024-08-30,S3_1,zone_3,10.0,30.21,56.95,6.37,48.39,10.54,156.62
2024-08-31,S3_1,zone_3,10.1,21.24,59.66,6.36,50.0,16.04,121.38
2024-09-01,S3_1,zone_3,10.0,26.68,64.73,6.36,50.0,12.58,178.66
2024-09-02,S3_1,zone_3,10.0,18.97,63.68,6.24,49.39,12.36,155.64
2024-09-03,S3_1,zone_3,10.49,11.64,85.21,6.3,49.42,19.58,143.88
2024-09-04,S3_1,zone_3,10.69,15.9,75.63,6.42,50.0,11.28,145.87
2024-09-05,S3_1,zone_3,10.0,21.63,61.73,6.17,49.63,11.79,168.28
2024-09-06,S3_1,zone_3,11.26,16.66,78.8,6.39,48.26,15.56,145.1
2024-09-07,S3_1,zone_3,12.69,13.15,73.11,6.4,47.63,11.82,177.37
2024-09-08,S3_1,zone_3,12.5,23.19,61.7,6.56,47.67,15.27,188.17
2024-09-09,S3_1,zone_3,13.85,13.27,67.75,6.66,48.19,14.52,168.2
2024-09-10,S3_1,zone_3,13.35,17.93,75.04,6.3,46.97,13.17,176.5
2024-09-11,S3_1,zone_3,12.95,21.11,74.27,6.64,48.72,19.35,160.31
2024-09-12,S3_1,zone_3,13.39,15.65,63.55,6.62,47.89,14.76,154.29
2024-09-13,S3_1,zone_3,12.76,26.49,64.65,6.23,47.75,17.3,182.64
2024-09-14,S3_1,zone_3,11.79,15.53,66.38,6.32,47.93,18.65,166.39
2024-09-15,S3_1,zone_3,11.91,24.13,64.42,6.46,50.0,21.72,181.49
2024-09-16,S3_1,zone_3,11.42,24.23,67.71,6.34,49.52,19.82,163.3
2024-09-17,S3_1,zone_3,10.0,22.4,61.48,6.54,47.25,15.08,144.34
2024-09-18,S3_1,zone_3,11.09,16.23,76.76,6.32,46.82,10.0,162.03
2024-09-19,S3_1,zone_3,10.0,19.26,64.22,6.47,46.02,16.06,145.87
2024-09-20,S3_1,zone_3,10.0,23.04,50.34,6.42,44.96,16.66,152.92
2024-09-21,S3_1,zone_3,10.66,14.12,61.39,6.26,44.55,19.21,158.19
2024-09-22,S3_1,zone_3,10.0,26.32,64.08,6.18,44.12,13.08,124.29
2024-09-23,S3_1,zone_3,10.0,16.17,76.48,6.42,44.76,17.52,160.4
2024-09-24,S3_1,zone_3,10.0,21.48,78.0,6.32,43.65,14.54,164.38
2024-09-25,S3_1,zone_3,11.65,22.67,72.11,6.4,43.09,15.74,173.14
2024-09-26,S3_1,zone_3,10.0,18.41,57.44,6.21,44.67,15.12,149.72
2024-09-27,S3_1,zone_3,10.0,24.61,60.92,6.37,44.75,10.0,177.34
2024-09-28,S3_1,zone_3,11.97,17.74,73.55,6.45,43.75,17.46,154.67
2024-09-29,S3_1,zone_3,10.0,20.36,59.84,6.26,42.07,22.64,155.86
2024-09-30,S3_1,zone_3,10.0,17.79,54.58,6.47,43.18,14.86,142.04
