date,temperature,rainfall,humidity,solar_radiation,cloud_coverage,wind_speed,wind_direction
2025-01-20,10.44,0.0,80.94,269.91,34.6,12.68,106.16
2025-01-21,14.43,3.92,82.91,271.41,25.65,7.91,166.51
2025-01-22,14.05,0.0,68.05,260.91,17.19,8.74,140.85
2025-01-23,11.34,0.0,79.79,292.28,1.85,8.32,33.83
2025-01-24,18.12,0.0,83.85,331.0,38.43,9.28,39.05
2025-01-25,8.26,0.0,63.64,334.1,24.28,11.67,132.58
2025-01-26,11.39,0.0,73.35,272.04,28.2,8.5,166.2
2025-01-27,9.97,0.0,73.54,319.64,22.43,8.29,134.65
2025-01-28,13.75,0.0,60.52,273.93,20.0,8.1,146.39
2025-01-29,17.13,0.0,69.41,320.28,38.73,7.89,100.0
2025-01-30,10.37,0.0,66.4,286.18,26.96,11.85,77.17
2025-01-31,9.56,0.0,78.36,324.96,13.96,15.55,228.38
2025-02-01,15.88,0.0,80.05,279.3,40.81,10.77,208.74
2025-02-02,15.88,3.72,82.44,335.59,6.47,8.98,113.78
2025-02-03,7.82,0.0,80.86,323.15,35.45,8.98,201.47
2025-02-04,12.0,9.73,60.21,289.66,8.79,12.47,86.11
2025-02-05,7.74,3.58,67.04,319.07,13.06,12.16,139.52
2025-02-06,18.98,0.0,67.83,313.5,0.0,8.3,249.6
2025-02-07,8.61,0.0,75.4,320.69,24.29,9.89,228.29
2025-02-08,9.25,0.0,77.27,308.28,5.29,15.31,72.98
2025-02-09,15.51,5.3,71.4,301.36,15.56,11.33,57.67
2025-02-10,14.19,3.52,74.29,349.16,16.88,9.06,82.7
2025-02-11,16.14,3.84,68.0,291.75,30.97,11.79,16.44
2025-02-12,14.69,0.0,78.53,316.37,23.58,8.26,171.25
2025-02-13,18.01,6.29,82.48,326.36,3.87,12.07,88.28
2025-02-14,8.51,0.0,75.08,331.7,18.34,8.27,92.48
2025-02-15,14.7,0.0,70.67,330.32,1.47,10.31,75.08
2025-02-16,16.7,0.0,71.31,346.7,2.34,10.92,98.17
2025-02-17,16.13,0.0,66.95,316.0,18.46,10.25,102.17
2025-02-18,7.96,0.0,72.72,328.12,11.94,8.07,179.25
2025-02-19,12.75,0.0,72.49,331.72,23.39,11.57,184.46
2025-02-20,11.37,0.0,92.84,370.57,27.55,8.43,172.21
2025-02-21,7.72,0.0,72.91,348.21,0.0,12.16,235.14
2025-02-22,17.57,2.96,80.65,331.65,7.08,8.33,93.75
2025-02-23,6.7,4.58,58.16,336.97,24.28,8.26,211.73
2025-02-24,11.83,0.0,88.76,377.13,7.15,14.44,35.68
2025-02-25,16.98,0.0,80.4,342.67,7.36,9.65,179.99
2025-02-26,15.84,2.98,91.23,328.88,8.31,11.23,76.03
2025-02-27,20.7,0.0,76.24,315.89,19.54,9.48,178.99
2025-02-28,4.58,0.0,75.16,363.47,6.4,8.2,176.8
2025-03-01,25.89,0.0,69.66,312.23,0.0,7.96,7.69
2025-03-02,23.02,3.2,56.69,380.71,8.11,8.12,141.24
2025-03-03,25.7,0.0,53.63,354.76,0.0,10.83,76.17
2025-03-04,16.98,0.0,80.38,320.16,7.29,11.29,32.61
2025-03-05,16.6,0.0,56.09,363.22,28.88,8.56,166.36
2025-03-06,23.77,0.0,49.99,368.08,0.0,8.4,165.47
2025-03-07,23.48,0.0,60.9,358.99,0.0,8.98,41.86
2025-03-08,23.51,0.0,62.09,370.02,14.85,10.83,98.19
2025-03-09,22.38,3.14,55.45,344.34,12.3,8.97,160.34
2025-03-10,14.89,0.0,65.64,353.48,0.0,8.99,129.41
2025-03-11,18.72,3.63,55.56,311.83,6.67,11.28,92.29
2025-03-12,23.66,0.0,65.87,335.94,0.0,11.37,194.44
2025-03-13,22.45,0.0,80.18,354.85,0.0,9.94,38.58
2025-03-14,23.64,0.0,66.32,353.84,17.82,9.41,147.72
2025-03-15,20.69,4.92,77.4,354.79,19.58,11.18,113.32
2025-03-16,14.95,0.0,68.81,366.55,0.0,9.39,226.64
2025-03-17,20.24,2.54,71.94,349.36,0.0,8.3,111.65
2025-03-18,23.73,0.0,61.69,365.28,6.19,8.4,117.9
2025-03-19,17.41,2.44,53.97,373.43,0.0,9.31,148.92
2025-03-20,12.25,0.0,83.22,347.51,0.0,8.32,88.41
2025-03-21,11.6,0.0,68.38,351.14,0.0,12.81,163.0
2025-03-22,20.84,3.17,67.35,371.28,0.0,8.95,71.07
2025-03-23,18.31,2.23,67.12,371.99,6.15,11.87,189.65
2025-03-24,15.88,0.0,70.55,358.11,2.31,8.87,123.23
2025-03-25,10.82,1.99,67.42,350.94,2.42,9.68,133.52
2025-03-26,21.28,2.97,65.1,349.16,32.66,13.52,73.89
2025-03-27,16.39,3.3,66.91,324.32,2.47,10.5,31.63
2025-03-28,14.65,2.58,64.74,380.94,0.0,8.16,195.17
2025-03-29,13.68,0.0,69.23,339.75,0.0,9.99,170.77
2025-03-30,15.08,0.0,80.57,393.43,0.54,8.49,156.07
2025-03-31,22.46,0.0,66.66,330.29,0.0,14.08,164.61
2025-04-01,24.77,0.0,51.12,323.48,0.0,9.76,156.03
2025-04-02,15.57,0.0,56.12,346.13,0.0,7.88,210.24
2025-04-03,19.17,0.0,54.5,363.05,0.0,8.18,110.66
2025-04-04,14.55,0.0,68.54,327.0,0.0,9.42,102.63
2025-04-05,17.16,2.5,58.55,334.83,0.0,9.75,126.3
2025-04-06,25.14,0.0,62.8,330.96,9.3,11.01,147.55
2025-04-07,19.2,0.0,52.58,400.0,0.0,11.77,68.93
2025-04-08,16.35,0.0,70.5,303.85,8.71,10.92,178.37
2025-04-09,9.91,0.0,76.98,361.46,0.0,9.91,99.99
2025-04-10,21.68,2.43,55.18,344.03,0.0,9.37,99.32
2025-04-11,14.21,0.0,59.45,343.63,0.0,7.81,144.97
2025-04-12,12.18,2.24,67.76,323.91,0.0,7.97,130.2
2025-04-13,17.56,0.0,55.42,334.13,9.51,9.2,102.26
2025-04-14,16.42,1.57,62.82,331.92,0.0,9.52,290.12
2025-04-15,14.03,1.4,64.97,320.32,0.0,8.21,82.69
2025-04-16,21.23,4.57,55.82,304.21,0.0,8.38,141.38
2025-04-17,20.8,1.28,53.76,282.96,1.0,8.32,119.76
2025-04-18,20.82,2.0,50.29,340.23,0.0,9.81,240.28
2025-04-19,17.31,1.59,57.22,347.59,22.38,6.9,71.8
2025-04-20,11.28,1.72,66.28,346.97,0.0,8.37,183.2
2025-04-21,19.89,4.22,70.03,292.1,0.0,7.59,93.88
2025-04-22,14.35,0.0,57.99,299.17,9.22,14.47,219.48
2025-04-23,27.95,0.0,60.65,323.69,0.0,6.54,145.83
2025-04-24,14.59,0.0,66.32,334.89,0.0,7.6,181.88
2025-04-25,21.46,1.42,66.94,314.97,0.0,6.92,183.02
2025-04-26,18.81,0.0,66.08,322.17,0.0,6.27,103.02
2025-04-27,16.0,0.0,72.95,356.49,0.0,6.41,158.93
2025-04-28,12.63,0.0,58.43,319.34,0.0,6.64,216.15
2025-04-29,15.5,0.0,62.17,352.26,12.53,10.58,192.14
2025-04-30,21.16,0.0,69.0,280.2,0.0,6.65,35.98
2025-05-01,13.65,0.0,60.9,314.57,0.0,7.98,139.63
2025-05-02,18.95,0.0,63.0,314.35,0.0,9.61,145.84
2025-05-03,15.38,0.0,57.06,319.09,0.0,9.58,38.78
2025-05-04,21.83,0.0,65.01,312.07,0.0,15.23,123.08
2025-05-05,18.46,0.0,74.78,319.15,0.0,6.51,158.58
2025-05-06,20.52,0.0,62.46,274.77,10.99,5.74,149.55
2025-05-07,18.31,0.0,74.94,297.66,23.99,6.09,56.5
2025-05-08,19.93,0.0,65.34,291.75,14.74,10.34,147.35
2025-05-09,17.93,0.0,59.4,320.82,0.0,7.62,7.28
2025-05-10,13.63,2.81,64.48,296.65,0.0,6.97,85.54
2025-05-11,13.41,0.0,50.99,303.13,0.0,6.83,202.72
2025-05-12,21.61,3.23,67.83,274.6,0.0,6.47,198.52
2025-05-13,17.05,0.0,75.29,275.59,0.0,5.8,78.32
2025-05-14,12.43,0.48,71.75,309.07,6.54,8.04,118.75
2025-05-15,20.43,0.0,72.53,299.8,0.0,5.64,118.78
2025-05-16,22.33,3.5,57.24,256.01,0.0,5.53,112.18
2025-05-17,15.35,1.22,71.42,284.65,0.0,6.07,103.86
2025-05-18,23.93,0.0,64.79,268.49,11.09,7.88,127.62
2025-05-19,25.25,5.33,78.44,296.78,0.0,5.79,226.97
2025-05-20,19.87,0.0,60.94,265.7,0.0,8.53,199.33
2025-05-21,17.95,0.0,60.65,284.16,0.0,5.21,144.98
2025-05-22,15.32,0.29,58.49,221.4,0.0,7.34,346.75
2025-05-23,27.54,0.0,77.92,226.7,0.0,5.25,196.57
2025-05-24,21.07,0.0,58.87,257.43,9.11,7.44,138.53
2025-05-25,21.54,0.0,56.82,256.87,0.0,5.71,202.25
2025-05-26,16.77,0.0,69.58,275.02,5.07,5.47,165.64
2025-05-27,19.93,0.0,56.14,234.32,13.71,9.58,149.46
2025-05-28,25.24,0.0,57.08,259.17,0.0,7.04,146.07
2025-05-29,14.56,0.0,57.19,310.96,0.0,6.28,141.44
2025-05-30,13.74,0.0,56.05,244.27,4.24,4.56,125.62
2025-05-31,22.21,0.0,62.12,235.36,8.24,5.08,122.16
2025-06-01,28.08,0.0,54.49,244.57,11.26,4.57,224.58
2025-06-02,31.58,0.0,54.18,247.64,0.0,5.48,302.92
2025-06-03,36.85,0.0,43.32,276.93,2.04,5.7,355.22
2025-06-04,32.26,0.0,56.31,219.69,0.0,5.07,284.48
2025-06-05,29.81,0.0,51.88,263.81,26.2,6.46,276.77
2025-06-06,28.09,0.0,61.15,197.09,0.0,9.0,285.21
2025-06-07,35.59,0.0,54.69,199.92,0.0,5.62,73.54
2025-06-08,27.18,0.0,64.22,225.84,0.0,4.16,324.25
2025-06-09,32.62,0.0,44.44,213.1,2.04,4.63,331.3
2025-06-10,30.61,1.99,61.54,246.97,0.0,7.07,20.3
2025-06-11,30.73,0.0,66.58,208.63,0.0,4.33,346.01
2025-06-12,27.54,0.0,44.63,220.37,13.53,6.28,318.3
2025-06-13,22.75,0.0,50.5,225.72,27.52,5.47,281.47
2025-06-14,28.58,0.0,55.6,196.53,19.47,4.42,251.42
2025-06-15,23.07,0.0,55.07,200.54,0.0,4.09,316.19
2025-06-16,27.01,6.41,63.8,211.48,9.97,8.08,285.35
2025-06-17,23.35,2.27,49.24,216.85,23.2,5.26,258.77
2025-06-18,25.4,0.0,63.43,185.19,22.87,4.95,354.08
2025-06-19,32.54,0.0,62.47,217.78,32.78,6.1,324.27
2025-06-20,28.63,0.58,57.4,216.91,0.0,4.13,344.89
2025-06-21,32.68,0.0,50.67,214.42,8.47,4.18,311.94
2025-06-22,31.84,2.27,60.66,208.63,20.83,4.64,326.79
2025-06-23,34.7,0.0,60.23,221.14,8.09,14.5,314.17
2025-06-24,29.45,0.0,54.31,181.04,4.9,4.31,324.81
2025-06-25,28.02,0.0,45.01,177.85,23.12,3.4,264.43
2025-06-26,21.7,1.13,52.08,158.58,0.0,5.96,287.99
2025-06-27,23.13,0.0,64.75,178.04,15.71,4.23,325.64
2025-06-28,29.69,0.0,57.43,183.34,0.0,4.01,324.62
2025-06-29,32.87,1.19,68.02,173.55,0.0,6.26,342.58
2025-06-30,33.81,0.0,62.61,179.54,1.63,4.7,51.49
2025-07-01,24.58,0.0,55.56,175.05,18.16,5.81,295.06
2025-07-02,32.14,0.0,53.95,163.3,34.87,3.58,193.13
2025-07-03,25.96,0.0,57.55,169.66,13.57,5.53,303.3
2025-07-04,24.84,0.0,42.65,147.91,13.92,3.73,344.86
2025-07-05,26.23,0.0,52.15,129.93,8.14,4.93,330.42
2025-07-06,23.86,0.0,46.17,154.6,10.29,2.98,276.92
2025-07-07,29.08,0.77,45.05,138.2,19.27,4.87,345.17
2025-07-08,19.25,0.0,50.2,153.55,24.21,5.87,335.75
2025-07-09,21.54,1.98,58.19,142.66,33.02,3.07,285.35
2025-07-10,37.28,0.0,48.62,133.74,14.67,3.52,237.44
2025-07-11,30.89,0.0,53.67,165.57,49.62,3.3,329.95
2025-07-12,31.55,0.0,52.36,162.13,24.32,3.32,330.17
2025-07-13,31.13,0.0,48.14,126.19,39.61,3.13,317.66
2025-07-14,21.17,0.0,34.72,153.17,38.98,3.45,309.22
2025-07-15,24.79,0.0,56.6,126.35,30.68,3.27,281.61
2025-07-16,22.4,0.0,59.29,135.82,31.53,7.2,267.06
2025-07-17,29.23,0.0,52.02,152.71,37.85,3.44,278.39
2025-07-18,23.7,1.5,46.21,124.67,3.93,5.27,282.65
2025-07-19,33.97,0.0,55.24,126.38,46.53,6.11,357.45
2025-07-20,24.64,0.0,62.69,108.11,39.74,3.3,344.25
2025-07-21,33.47,0.0,65.22,123.08,14.63,7.73,322.49
2025-07-22,29.41,0.0,34.73,124.2,26.96,6.28,22.19
2025-07-23,19.02,0.0,57.84,95.56,48.53,7.08,284.7
2025-07-24,19.59,0.0,61.25,127.81,37.56,4.33,330.18
2025-07-25,33.12,0.0,51.56,102.07,30.11,4.43,343.52
2025-07-26,35.0,0.0,44.48,112.38,31.9,2.98,3.55
2025-07-27,31.81,0.0,62.2,123.23,32.49,5.82,1.26
2025-07-28,35.52,0.0,46.21,108.99,39.33,7.47,5.13
2025-07-29,32.91,0.0,39.47,83.19,48.39,4.34,314.67
2025-07-30,22.69,0.0,59.47,130.57,3.73,2.75,311.02
2025-07-31,31.44,0.0,67.37,84.19,28.0,8.33,358.24
2025-08-01,30.2,0.0,48.69,127.88,47.46,3.96,346.52
2025-08-02,26.94,0.0,43.26,62.59,27.37,7.54,313.56
2025-08-03,37.54,0.0,61.55,123.04,58.25,3.52,278.37
2025-08-04,31.5,0.0,49.3,96.11,28.69,5.99,283.51
2025-08-05,23.63,0.0,59.57,83.85,14.93,3.88,283.94
2025-08-06,22.99,0.0,57.19,132.54,2.77,3.49,244.75
2025-08-07,32.39,0.0,59.55,50.0,31.34,5.18,294.9
2025-08-08,24.84,2.6,67.53,127.46,46.45,2.89,309.01
2025-08-09,23.26,1.15,63.34,69.53,23.9,2.52,322.29
2025-08-10,25.36,0.0,40.45,83.79,47.31,4.83,343.25
2025-08-11,37.54,0.0,51.22,67.53,35.97,2.1,335.0
2025-08-12,26.46,0.0,54.16,93.46,40.31,2.57,350.49
2025-08-13,21.41,2.36,66.76,76.67,37.81,4.3,328.35
2025-08-14,33.93,0.0,47.55,109.13,44.87,3.23,295.89
2025-08-15,25.47,0.0,64.34,50.0,47.12,2.71,252.23
2025-08-16,29.86,0.0,70.26,50.46,62.01,6.73,3.26
2025-08-17,35.94,0.0,43.89,87.54,58.64,2.4,343.5
2025-08-18,36.21,0.0,62.91,61.49,65.6,7.88,256.11
2025-08-19,31.73,1.9,58.27,80.5,31.08,11.9,321.96
2025-08-20,23.63,0.0,65.76,87.65,58.88,3.42,245.28
2025-08-21,24.5,0.0,55.12,50.0,55.77,2.83,326.19
2025-08-22,23.37,0.0,47.59,80.77,55.51,2.05,2.13
2025-08-23,31.97,0.0,50.76,58.52,69.13,9.19,289.45
2025-08-24,30.1,0.0,54.77,51.03,46.82,6.44,334.29
2025-08-25,19.21,0.0,60.98,62.82,62.43,2.79,285.44
2025-08-26,21.84,0.0,64.89,50.0,37.96,3.78,247.27
2025-08-27,24.96,0.0,59.88,50.0,60.44,3.58,6.09
2025-08-28,30.03,4.93,50.64,50.0,62.48,4.49,305.92
2025-08-29,29.24,0.0,61.74,50.0,55.93,5.83,325.22
2025-08-30,17.26,0.0,54.99,63.6,40.07,4.06,351.88
2025-08-31,32.14,2.42,57.15,81.3,70.26,2.46,307.93
2025-09-01,20.45,0.0,58.24,92.2,43.24,3.16,125.71
2025-09-02,17.27,2.62,63.99,50.0,69.13,3.24,154.73
2025-09-03,16.08,0.0,55.91,93.44,75.32,5.78,105.88
2025-09-04,27.33,0.0,64.04,50.0,46.14,4.9,87.83
2025-09-05,16.57,2.35,69.73,50.0,52.34,7.57,115.18
2025-09-06,19.73,1.69,66.22,50.0,46.07,3.49,210.05
2025-09-07,25.45,4.48,62.85,66.03,80.3,2.21,137.61
2025-09-08,20.06,0.0,73.52,66.39,39.58,5.31,156.17
2025-09-09,22.99,0.0,61.21,50.0,60.16,4.19,173.94
2025-09-10,21.58,1.78,77.18,53.95,63.59,3.13,202.67
2025-09-11,28.13,2.05,64.83,68.53,82.52,4.95,116.48
2025-09-12,25.18,2.06,67.66,78.95,94.16,2.95,205.91
2025-09-13,22.78,0.0,57.89,68.61,67.29,3.62,166.82
2025-09-14,30.34,2.32,65.85,50.0,62.85,3.84,252.17
2025-09-15,20.91,0.0,73.1,92.26,71.72,6.08,165.56
2025-09-16,14.13,0.0,68.41,77.64,74.79,2.44,115.56
2025-09-17,24.03,0.0,79.45,72.41,62.84,2.41,81.01
2025-09-18,26.63,0.0,62.58,53.19,60.2,2.38,167.61
2025-09-19,23.27,0.0,75.47,58.05,55.37,4.08,46.25
2025-09-20,22.63,0.0,51.64,50.03,52.32,7.21,129.37
2025-09-21,24.5,0.0,49.7,50.0,65.09,4.33,118.72
2025-09-22,17.65,0.0,54.96,59.53,50.74,2.88,223.17
2025-09-23,25.54,9.53,57.99,59.35,74.15,2.85,120.03
2025-09-24,30.31,0.0,54.57,90.43,83.73,3.99,62.08
2025-09-25,16.51,4.22,83.09,50.0,60.68,2.86,103.4
2025-09-26,30.21,0.0,75.41,55.99,81.64,6.04,203.5
2025-09-27,23.05,0.0,64.33,51.17,51.97,7.46,82.58
2025-09-28,24.11,0.0,72.09,50.0,84.77,3.65,157.27
2025-09-29,17.03,0.0,62.29,74.83,50.63,5.76,136.98
2025-09-30,24.23,0.0,69.02,53.76,28.96,3.41,209.26
2025-10-01,22.11,0.0,74.66,75.2,69.5,4.36,64.44
2025-10-02,16.03,0.0,66.08,50.0,56.64,3.92,148.08
2025-10-03,26.48,0.0,72.58,51.67,45.21,2.97,106.23
2025-10-04,26.19,0.0,59.67,50.0,61.2,2.91,71.81
2025-10-05,16.01,2.97,66.55,50.0,75.03,3.88,161.43
2025-10-06,25.92,0.0,59.02,55.73,77.73,6.39,208.11
2025-10-07,15.48,0.0,74.37,64.89,81.5,3.92,256.38
2025-10-08,16.92,2.8,65.13,78.82,55.65,3.5,148.59
2025-10-09,29.16,0.0,61.79,58.17,76.75,3.25,179.5
2025-10-10,21.21,0.0,72.52,55.52,72.23,3.32,108.31
2025-10-11,28.95,0.0,58.08,61.62,75.08,3.58,164.01
2025-10-12,27.33,0.0,70.65,110.28,63.31,3.61,117.65
2025-10-13,25.3,0.0,53.26,50.0,88.58,4.59,107.29
2025-10-14,16.42,0.0,77.41,50.0,71.79,6.25,267.53
2025-10-15,21.23,0.0,63.74,71.32,81.68,3.97,172.57
2025-10-16,24.16,0.0,57.35,69.13,88.72,4.39,108.98
2025-10-17,17.47,0.0,74.61,84.71,61.24,3.75,190.07
2025-10-18,18.69,3.76,70.64,79.19,81.97,6.19,144.58
2025-10-19,21.27,0.0,49.28,56.89,65.87,8.25,271.35
2025-10-20,22.86,0.0,57.02,85.72,55.13,3.59,190.99
2025-10-21,25.68,0.0,59.57,50.0,67.22,3.7,100.43
2025-10-22,21.92,0.0,61.81,50.0,48.92,6.59,117.3
2025-10-23,26.78,0.0,53.05,68.31,96.18,5.64,89.48
2025-10-24,18.62,0.0,61.11,113.55,66.72,4.45,179.89
2025-10-25,24.14,0.0,61.2,70.79,88.39,4.77,46.26
2025-10-26,22.15,0.0,76.14,94.74,54.69,4.08,122.06
2025-10-27,18.7,0.0,75.06,98.28,59.41,4.64,177.61
2025-10-28,14.78,0.0,55.35,59.98,100.0,6.81,231.68
2025-10-29,23.41,0.0,54.0,68.34,73.72,4.94,166.77
2025-10-30,12.53,0.0,60.85,87.14,75.54,7.85,235.11
2025-10-31,24.22,5.27,68.37,142.4,74.93,7.06,58.73
2025-11-01,11.76,4.28,75.67,89.79,100.0,8.54,98.35
2025-11-02,20.29,0.0,74.8,137.49,76.01,4.36,338.35
2025-11-03,19.97,0.0,76.13,91.62,67.44,7.02,133.83
2025-11-04,22.27,0.0,65.13,113.67,94.78,5.14,83.68
2025-11-05,23.29,3.85,66.21,81.94,75.55,4.32,166.6
2025-11-06,25.6,0.0,75.41,111.05,49.65,7.74,150.19
2025-11-07,16.04,0.0,60.18,89.27,82.04,5.37,99.31
2025-11-08,20.14,0.0,76.94,90.1,82.55,4.69,226.51
2025-11-09,25.84,0.0,70.59,70.02,54.81,4.73,183.64
2025-11-10,22.96,0.0,61.13,109.0,64.78,7.33,164.42
2025-11-11,20.28,0.0,49.7,81.82,46.14,5.65,84.47
2025-11-12,22.56,0.0,55.15,128.83,69.68,5.07,56.84
2025-11-13,17.25,5.17,49.21,103.76,67.71,6.5,143.58
2025-11-14,16.6,4.21,72.48,128.08,53.79,5.17,156.25
2025-11-15,19.0,0.0,50.23,121.33,62.7,5.28,110.0
2025-11-16,18.26,0.0,60.96,114.46,82.76,6.45,30.49
2025-11-17,19.34,4.13,68.42,123.67,74.26,7.2,52.73
2025-11-18,18.35,3.83,61.9,163.37,79.45,9.5,109.34
2025-11-19,18.01,0.0,61.05,166.45,56.35,5.93,133.81
2025-11-20,18.98,4.13,79.34,131.81,61.19,6.42,140.63
2025-11-21,19.18,0.0,59.13,93.91,71.83,7.77,151.54
2025-11-22,19.46,0.0,64.91,149.7,69.77,5.81,147.74
2025-11-23,23.19,0.0,59.63,123.15,85.32,7.7,178.19
2025-11-24,19.24,0.0,65.18,159.24,74.93,10.68,12.87
2025-11-25,13.63,4.22,59.86,146.62,59.48,6.13,134.8
2025-11-26,18.84,0.0,74.02,126.36,58.14,7.43,141.44
2025-11-27,17.31,0.0,76.62,142.97,80.39,5.71,133.67
2025-11-28,21.32,0.0,66.32,141.78,65.41,5.74,139.71
2025-11-29,25.28,4.34,59.89,118.08,34.43,5.88,87.18
2025-11-30,24.6,0.0,56.7,143.37,67.37,6.33,132.87
2025-12-01,13.3,5.85,69.95,165.68,56.16,7.76,188.11
2025-12-02,9.54,0.0,81.54,148.67,73.79,5.84,183.69
2025-12-03,12.96,0.0,83.34,124.22,44.9,7.15,204.07
2025-12-04,16.13,5.63,70.61,145.91,51.94,7.66,108.33
2025-12-05,11.2,0.0,78.8,158.71,17.44,6.86,27.64
2025-12-06,9.94,4.15,69.76,182.87,65.35,14.6,173.08
2025-12-07,17.81,0.0,75.97,184.75,21.44,6.74,183.88
2025-12-08,14.12,0.0,74.88,173.1,69.34,10.0,158.06
2025-12-09,15.91,0.0,74.85,138.84,89.64,6.02,201.86
2025-12-10,13.31,0.0,80.73,164.89,93.65,8.0,162.48
2025-12-11,11.19,7.88,72.06,162.12,33.5,8.68,194.5
2025-12-12,13.46,4.03,68.42,211.69,56.41,9.31,314.49
2025-12-13,16.84,4.02,72.43,193.56,56.32,8.11,134.48
2025-12-14,9.99,0.0,65.67,176.33,38.56,6.67,117.55
2025-12-15,11.83,4.17,76.0,183.38,37.45,6.71,191.4
2025-12-16,10.86,0.0,70.84,175.19,70.71,8.63,72.33
2025-12-17,12.33,0.0,79.25,195.69,34.96,7.97,131.42
2025-12-18,15.89,0.0,77.64,186.38,68.27,7.05,133.9
